Sentence,Sentiment,sentence
"City24 users can search for homes and properties in all areas where City24 is active , even outside their own country .",neutral,"City24-Nutzer können nach Häusern und Immobilien in allen Bereichen suchen, in denen City24 aktiv ist, auch außerhalb ihres eigenen Landes."
Both Mr Walden and Mr Ignatius will be responsible also for the newspapers ' business result .,neutral,Sowohl Herr Walden als auch Herr Ignatius werden auch für das Geschäftsergebnis der Zeitungen verantwortlich sein .
"Because the application can be considered as a hacking application , it is classified by F-Secure as riskware .",neutral,"Da die Anwendung als Hacking-Anwendung angesehen werden kann, wird sie von F-Secure als Riskware eingestuft."
"However , the net sales declined to EUR 803.6 million from EUR 1.2 billion .",neutral,"Der Nettoumsatz ging jedoch von 1,2 Mrd EUR auf 803,6 Mio EUR zurück ."
The new SEPA cads will replace Finnish bank cards .,neutral,Die neuen SEPA-Kaden werden finnische Bankkarten ersetzen .
"Risto Raty , Tekla 's executive vice president , said that Tekla Structures and ArchiCAD will cover the entire design and documentation workflow throughout a construction project .",neutral,"Risto Raty , Tekla's Executive Vice President , sagte , dass Tekla Structures und ArchiCAD den gesamten Entwurfs- und Dokumentations-Workflow während eines Bauprojekts abdecken wird ."
"Re-use back into PET bottles has also steadily increased and the rate of use in strapping tape has picked up again after a dip in 2005 , Petcore said previously .",positive,"Auch die Wiederverwendung in PET-Flaschen hat stetig zugenommen und die Nutzungsrate im Umreifungsband hat sich nach einem Einbruch im Jahr 2005 wieder erhöht , sagte Petcore zuvor ."
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 .,negative,Der finnische Automatisierungslösungenentwickler Cencorp Corporation ( OMX Helsinki : CNC1V ) gab am Donnerstag (18 . September ) eine Gewinnwarnung für das dritte Quartal 2008 heraus .
"09:01 AM      $AKS  DJ AK Steel Revenue Rises 36% on Auto Sector Demand, Acquisition",positive,"09:01 AM $AKS DJ AK Steel Umsatz steigt 36% auf Autosektor Nachfrage, Akquisition"
$SBUX heading for the 200DMA and certain doom if it can not hold there.,negative,"$SBUX Richtung 200DMA und bestimmten Untergang, wenn es dort nicht halten kann."
"To showcase our end-to-end capabilities at the Mobile World Congress , we arranged an internal MeeGo application development competition to entice developers to create new applications .",neutral,"Um unsere End-to-End-Fähigkeiten auf dem Mobile World Congress zu präsentieren, organisierten wir einen internen MeeGo-Anwendungsentwicklungswettbewerb, um Entwickler zu locken, neue Anwendungen zu erstellen."
$TZOO a close above 28.64 and we are ready to rock and roll,positive,$TZOO ein Ende über 28.64 und wir sind bereit zu rocken und zu rollen
Strand Associates is expanding its Madison corporate headquarters with space to add about 100 employees to the engineering firm .,positive,Strand Associates erweitert seine Madison Unternehmenszentrale um Platz für rund 100 Mitarbeiter in das Ingenieurbüro.
"Tectia Corporation HEL : TEC1V , a provider of real-time security solutions , today announced that it has appointed LAN2LAN , a provider of IT services in the UK , to distribute its data security and manage file transfer software .",positive,"Tectia Corporation HEL : TEC1V , ein Anbieter von Echtzeit-Sicherheitslösungen , gab heute bekannt , dass es LAN2LAN , einen Anbieter von IT-Dienstleistungen in Großbritannien , ernannt hat , um seine Datensicherheit zu verteilen und Dateitransfer-Software zu verwalten ."
$GDX $GDXJ $JNUG - strong move today for the Junior Gold Miners - keep an EYE out for a gap fill -,positive,$GDX $GDXJ $JNUG - starke Bewegung heute für die Junior Gold Miners - halten Sie ein EYE für eine Lücke füllen -
"industry in Asia +ó Pakistan , Malaysia , Taiwan and Philippines Today , Global Research & Data Services is going to publish several market analyses about the cement markets in Asia .",neutral,"Industrie in Asien +ó Pakistan , Malaysia , Taiwan und Philippinen Heute wird Global Research & Data Services mehrere Marktanalysen über die Zementmärkte in Asien veröffentlichen."
"According to the Latvian business register , Uponor Latvia closed in red with LVL 99,000 EUR 139,538.17 USD 194,556.48 on turnover of LVL 2.346 mn for 2009 .",neutral,"Nach dem lettischen Unternehmensregister schloss Uponor Lettland rot mit 99.000 LVL EUR 139.538,17 USD 194.556,48 USD auf einen Umsatz von 2,346 Mio. LVL für 2009 ."
"The port operator , however , favors retaining the port fees in 2010 , citing the owner , the governemtn of Estonia , commiting the port to pay EEK 400mn ( EUR 25.56 mn USD 36.44 mn ) in dividends to the state in 2009 and another EEK 300mn in 2010 .",neutral,"Der Hafenbetreiber begünstigt jedoch die Beibehaltung der Hafengebühren im Jahr 2010 , wobei der Eigentümer , die Regierung Estlands , den Hafen verpflichtet , EEK 400mn ( EUR 25,56 Mio USD 36,44 Mio ) in Dividenden an den Staat im Jahr 2009 und eine weitere EEK 300mn im Jahr 2010 zu zahlen ."
Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,neutral,"Der konsolidierte Gewinn vor Steuern ging von 133,1 Mio EUR im Jahr 2007 um 69,2 % auf 41,0 Mio EUR zurück ."
Another noticeable thing is that the search for Tata and Airtel brands was mostly related to ` broadband connections ' .,neutral,"Eine weitere auffällige Sache ist, dass die Suche nach Tata und Airtel Marken war vor allem im Zusammenhang mit ` Breitband-Verbindungen ' ."
"The negotiations concern personnel of Cencorp Corporation and Singulase Oy as whole in Finland and in Sweden , the company said .",neutral,"Die Verhandlungen betreffen das Personal der Cencorp Corporation und Singulase Oy als Ganzes in Finnland und in Schweden , sagte das Unternehmen ."
"- Inge Larsen (CFO), 29,045 shares , representing 0.50 % of the share capital .",neutral,"- Inge Larsen (CFO), 29.045 Aktien , auf die 0,50 % des Grundkapitals entfallen ."
The business development initiatives in North America are headed by Lynn Shanahan .,neutral,Die Geschäftsentwicklungsinitiativen in Nordamerika werden von Lynn Shanahan geleitet.
Britain's FTSE forges ahead as Shire surges,positive,"Großbritanniens FTSE schmiedet voran, wenn Shire zunimmt"
The company also equipped the sculptural complex Rabochy i Kolkhoznitsa A Worker and a Collective Farmer in Moscow with snow melting system .,neutral,Das Unternehmen rüstete auch den skulpturalen Komplex Rabochy i Kolkhoznitsa A Worker und ein Kollektivbauer in Moskau mit Schneeschmelzsystem.
`` Leipurin is a growing and rapidly internationalizing Group .,positive,`` Leipurin ist eine wachsende und schnell internationalisierende Gruppe .
The project also implies an underground parking lot for 56 vehicles .,neutral,Das Projekt beinhaltet auch einen Tiefgaragenplatz für 56 Fahrzeuge.
"The solution is demonstrated on a tablet developed by Aava Mobile as a multi-window system , which enables the use of several applications simultaneously , for example the viewing of messages and calendar side by side .",neutral,"Die Lösung wird auf einem von Aava Mobile entwickelten Tablet als Multi-Fenster-System demonstriert , das den Einsatz mehrerer Anwendungen gleichzeitig ermöglicht , zum Beispiel die Anzeige von Nachrichten und Kalender nebeneinander ."
"Of this , EUR 38.8 mn was net interest income .",neutral,"Davon waren 38,8 Mio EUR Nettozinserträge ."
"Through the new production lines at the Novator mill in Veliky Ustjug , Vologda Oblast , Sveza will change its current 1.5 m by 1.5 m birch plywood production targeting the domestic market to produce 1.5 m by 3.0 m overlaid birch plywood for the global market .",neutral,"Durch die neuen Produktionslinien in der Novator Mühle in Veliky Ustjug, Oblast Vologda, wird Sveza seine aktuelle 1,5 m um 1,5 m Birkensperrholzproduktion auf dem Inlandsmarkt ändern, um 1,5 m um 3,0 m überlagertes Birkensperrholz für den Weltmarkt zu produzieren."
"`` Korean consumers are tech-savvy and leading the pack in terms of design , '' Gill Hyun-chang , president of Motorola Korea Inc. , told Dow Jones Newswires in an interview .",neutral,"`` koreanische Verbraucher sind tech-savvy und führen das Paket in Bezug auf Design , '' Gill Hyun-chang , Präsident von Motorola Korea Inc. , sagte Dow Jones Newswires in einem Interview ."
$EFUT hod  posted buy pm at $4.40,positive,"$EFUT hod posted kaufen pm bei $4,40"
"There has been some recovery of the base metals prices and increased demand for metals in China , however .",positive,Die Preise für Grundmetalle und die steigende Nachfrage nach Metallen in China haben sich jedoch etwas erholt .
looks like a big feb 18-22 $put spread on $cree.  Last quarter 0% YoY rev growth trading @ 24x earnings.  I may try a short.,negative,"sieht aus wie ein großer feb 18-22 $put Spread auf $cree. Letztes Quartal 0% YoY Rev Wachstum trading @ 24x Ergebnis. Ich kann versuchen, eine kurze."
"According to Pietinalho , doctors should motivate their patients who smoke every time they visit their doctors .",neutral,"Laut Pietinalho sollten Ärzte ihre Patienten motivieren, die jedes Mal rauchen, wenn sie ihre Ärzte besuchen."
"The third quarter result also includes a 400,000 euro ( $ 575,000 ) provision for down-sizing of lure manufacturing in Ireland .",neutral,Das Ergebnis des dritten Quartals beinhaltet auch eine 400.000 Euro ( $ 575.000 ) Rückstellung für die Herabsetzung der Köderherstellung in Irland .
"Finnish investor Scanfil Oyj ( HEL : SCF1V ) said last Friday it has bought 57 million shares , or 32.96 % , in Norwegian contract electronics manufacturer Kitron ASA ( OSL : KIT ) for NOK 143.9 million ( USD 24.4 m-EUR 18.1 m ) .",neutral,"Der finnische Investor Scanfil Oyj ( HEL : SCF1V ) sagte am vergangenen Freitag , dass er 57 Millionen Aktien oder 32,96 % des norwegischen Vertragselektronikherstellers Kitron ASA ( OSL : KIT ) für 143,9 Millionen NOK (24,4 Mio. USD - 18,1 Mio. EUR ) erworben hat ."
OP-Pohjola Group 's capital adequacy ratio under the Act on Credit Institutions stood at 12.1 % and Tier 1 ratio at 12.1 % .,neutral,"Die Eigenkapitalquote der OP-Pohjola-Gruppe nach dem Gesetz über Kreditinstitute lag bei 12,1 % und die Kernkapitalquote bei 12,1 % ."
$EDU bouncing nicely after add-on (posted),positive,$EDU hüpft schön nach dem Add-on (gepostet)
Almost the entire office building will be occupied by Metso .,neutral,Fast das gesamte Bürogebäude wird von Metso besetzt.
stores 16 March 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said yesterday that it will cut a total of 28 jobs in its units Tiimari Retail Ltd and Gallerix Finland Ltd as a result of the closure of shops .,neutral,"stores 16 March 2010 - Finnische Schreibwaren und Geschenkhändler Tiimari HEL : TII1V sagte gestern, dass es insgesamt 28 Arbeitsplätze in seinen Einheiten Tiimari Retail Ltd und Gallerix Finland Ltd als Folge der Schließung von Geschäften schneiden wird ."
The interchange of Editors-in-Chief is a part of publisher 's goal to enhance job circulation in all personnel groups .,neutral,"Der Austausch von Editors-in-Chief ist Teil des Verlagsziels, die Arbeitszirkulation in allen Personalgruppen zu verbessern."
$COST Costco less than stellar day but it held the 50 day moving average,negative,"$COST Costco weniger als stellaren Tag, aber es hielt die 50 Tage gleitenden Durchschnitt"
"`` The implementation of these programs has had , and will have , negative impacts on 2006 and 2007 earnings , '' Mr Meiklejohn said .",neutral,"`` Die Umsetzung dieser Programme hatte und wird negative Auswirkungen auf die Verdienste 2006 und 2007 haben , """" sagte Herr Meiklejohn ."
The Finnish daily Kauppalehti surmises that Finnish supplier Rautaruukki has raised its prices above Aker 's comfort zone .,negative,"Die finnische Tageszeitung Kauppalehti vermutet , dass der finnische Anbieter Rautaruukki seine Preise über der Komfortzone von Aker erhöht hat ."
Dutch publisher De Vijver said today it has agreed to buy a 49 % stake in Belgian weekly magazine Humo from Finnish media company Sanoma HEL : SAA1V .,neutral,"Der niederländische Verleger De Vijver sagte heute, er habe zugestimmt, eine 49 %-Beteiligung an der belgischen Wochenzeitschrift Humo von der finnischen Medienfirma Sanoma HEL zu kaufen: SAA1V ."
The deal was worth about EUR 1.2 mn .,neutral,"Der Deal war etwa 1,2 Mio. EUR wert."
"`` As defences mature , attackers develop Trojans that are equipped with content filters to detect online banking activity for capturing account details using methods such as form grabbing , screen shots , video captures , keylogging and injection of form fields .",neutral,"`` Als Verteidigung reifen , entwickeln Angreifer Trojaner , die mit Content-Filtern ausgestattet sind , um Online-Banking-Aktivitäten für die Erfassung von Kontodaten mithilfe von Methoden wie Form Grabbing , Bildschirmaufnahmen , Videoaufnahmen , Keylogging und Injektion von Formularfeldern zu erkennen ."
"Meanwhile , Nokia said that it will be able to deliver a complete range of services from deployment operations to consulting and integration to managed services as a result of the buyout .",positive,"In der Zwischenzeit , Nokia sagte , dass es in der Lage sein wird, eine komplette Palette von Dienstleistungen von Bereitstellungsoperationen zu bieten , Beratung und Integration zu verwalteten Dienstleistungen als Folge der Buyout ."
"Ahlstrom 's 5,800 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .",neutral,Die 5.800 Mitarbeiter von Ahlstrom betreuen Kunden über Vertriebsbüros und Produktionsstätten in mehr als 20 Ländern auf sechs Kontinenten.
"Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking .",neutral,"Professionelle und Verbraucheranwendungen umfassen persönliche Navigation , persönliche Sicherheit , Feld- und Workflow-Management und Asset-Tracking ."
Both companies will keep their commercial independence and continue to market their traditional products individually .,neutral,Beide Unternehmen werden ihre kommerzielle Unabhängigkeit bewahren und ihre traditionellen Produkte weiterhin einzeln vermarkten.
Scanfil expects net sales in 2008 to remain at the 2007 level .,neutral,"Scanfil geht davon aus , dass der Umsatz im Jahr 2008 auf dem Niveau von 2007 bleiben wird ."
"The inaugural speech will be given by Hannu Kyrolainen , Finland 's Ambassador to the Czech Republic .",neutral,"Die Eröffnungsrede wird von Hannu Kyrolainen , Finnlands Botschafter in der Tschechischen Republik , gehalten ."
"It now owns 80,565 shares in Amer Sports Corporation , equaling 0.11 % of the company 's share capital and voting rights .",neutral,"Es besitzt jetzt 80.565 Aktien an der Amer Sports Corporation , was 0,11 % des Grundkapitals und der Stimmrechte der Gesellschaft entspricht ."
Peer Peugeot fell 0.81 pct as its sales rose only 6.3 pct from the same period last year .,negative,"Peer Peugeot fiel 0,81 pct, da der Umsatz im Vergleich zum Vorjahreszeitraum nur 6,3 pct stieg."
Rolls-Royce Wins $9.2 Billion Order From Emirates Airline,positive,"Rolls-Royce gewinnt $9,2 Milliarden Order von Emirates Airline"
$AAPL Right back in ... - Buy the dips brought to you by CNBC. LOL,positive,"$AAPL Recht zurück in ... - Kaufen Sie die Dips gebracht, um Sie von CNBC. LOL"
Glencore sees Tripoli-based NOC as sole legal seller of Libyan oil,neutral,Glencore sieht die in Tripolis ansässige NOC als einzigen legalen Verkäufer von libyschen Ölen
"Rapala VMC Corporation Rapala , a leading fishing tackle and sporting goods manufacturer and distributor , is the main owner of Peltonen with its 80 % shareholding .",neutral,"Rapala VMC Corporation Rapala , ein führender Hersteller und Distributor von Angelgeräten und Sportartikeln , ist der Haupteigentümer von Peltonen mit seiner 80%-Beteiligung ."
Aspo 's net sales in 2006 totaled EUR 225.9 million .,neutral,"Der Nettoumsatz von Aspo belief sich 2006 auf 225,9 Mio . EUR ."
The full-function PC weighs 1.25 kilograms and measures slightly more than two centimeters thin .,neutral,"Der voll funktionsfähige PC wiegt 1,25 Kilogramm und misst etwas mehr als zwei Zentimeter dünn."
Other details were not provided .,neutral,Weitere Einzelheiten wurden nicht mitgeteilt .
"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .",positive,Die finnische Fluggesellschaft Finnair hat einen Vertrag mit dem britischen öffentlichen Sektor als offizielle Fluggesellschaft für Flüge von London Heathrow nach Osaka in Japan sowie Flüge zwischen Manchester im Vereinigten Königreich und Helsinki in Finnland gewonnen.
"Finnish Ahlstrom Corporation will double its investments in a new specialty glassfiber reinforcement plant in South Carolina , in the US .",positive,Die finnische Ahlstrom Corporation wird ihre Investitionen in eine neue Spezialglasfaserverstärkungsanlage in South Carolina in den USA verdoppeln.
"Originally posted to the PCMag.com security blog , Security Watch .",neutral,"Ursprünglich auf dem PCMag.com Sicherheits-Blog veröffentlicht, Security Watch."
"The effect may remain short-lived , however .",neutral,Die Wirkung kann jedoch kurzlebig bleiben .
$AMD big dumping... would not touch it for a while,negative,$AMD große Dumping ... würde es nicht für eine Weile berühren
Teleste was set up in 1954 and is divided into Broadband Cable Networks and Video Networks business areas .,neutral,Teleste wurde 1954 gegründet und ist in die Geschäftsfelder Breitbandkabelnetze und Videonetze eingeteilt.
Stora Enso owns 43 percent of Bergvik and earns therefore SEK 1.5 bn on the value appreciation .,positive,"Stora Enso besitzt 43 Prozent von Bergvik und verdient damit 1,5 Mrd. SEK auf die Wertsteigerung ."
"The contract covers installation , training and start-up services .",neutral,"Der Vertrag umfasst Installations- , Schulungs- und Start-up-Dienstleistungen ."
Operating cash flow after investments totalled EUR 61.3 mn compared to EUR 75.3 mn in the corresponding period in 2007 .,neutral,"Der operative Cashflow nach Investitionen belief sich auf 61,3 Mio EUR im Vergleich zu 75,3 Mio EUR im entsprechenden Zeitraum 2007 ."
Aspo 's Group structure and business operations are continually developed without any predefined schedules .,neutral,Aspo's Konzernstruktur und Geschäftsaktivitäten werden kontinuierlich ohne vordefinierte Zeitpläne entwickelt .
"As an alternative to the share exchange , Panostaja offers a full cash consideration at the value of 1.27 euro $ 1.7 per share .",neutral,"Als Alternative zur Aktienbörse bietet Panostaja ein volles Bargeld im Wert von 1,27 Euro $ 1,7 pro Aktie an ."
Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .,positive,"Das operative Ergebnis stieg von 2,8 Mio EUR im vierten Quartal 2008 auf 5 Mio EUR ."
"In Finland , Hamina Cargo Terminal , of Finnish Nurminen Logistics , has purchased a warehouse with ground lease rights in the Port of Hamina .",neutral,In Finnland hat Hamina Cargo Terminal von Finnisch Nurminen Logistics ein Lager mit Grundmietrechten im Hafen von Hamina erworben.
Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .,positive,"Die finnische Kaufhauskette Stockmann Oyj Abp Nettogewinn stieg in den ersten neun Monaten des Jahres 2007 auf 39,8 Mio. Euro (56,8 Mio. Euro ) von 37,4 Mio. Euro (53,4 Mio. Euro ) im gleichen Zeitraum des Jahres 2006 ."
"As earlier reported , Nokian Tyres is building a plant in the town of Vsevolozhsk in Russia 's Leningrad Region with an annual production capacity of 4 million tires .",neutral,"Wie bereits berichtet , Nokian Tyres baut ein Werk in der Stadt Wsewoloshsk in Russland Leningrad Region mit einer jährlichen Produktionskapazität von 4 Millionen Reifen ."
`` Residentialconstruction in particular has picked up in several markets .,positive,`` Insbesondere der Wohnungsbau hat sich in mehreren Märkten durchgesetzt.
"`` After the share purchase is completed , financing will also be provided to expand Latvia 's broadband infrastructure and to develop new areas of business , including acquisitions of other companies . ''",positive,"Nach Abschluss des Aktienerwerbs wird auch die Finanzierung des Ausbaus der lettischen Breitbandinfrastruktur und der Entwicklung neuer Geschäftsbereiche , einschließlich der Übernahme anderer Unternehmen , bereitgestellt . """""
Surprising to see $JWN and $SKS sales numbers still holding up so well. I guess the high end might not be a concern after all.,positive,"Überraschend zu sehen, $JWN und $SKS Verkaufszahlen immer noch halten so gut. Ich denke, das High-End könnte nicht eine Sorge sein, nachdem alle."
"We look forward to take part in the future development of the company , '' says Tomas Billing , President of Nordstjernan .",neutral,"Wir freuen uns , an der künftigen Entwicklung des Unternehmens teilzunehmen , """", sagt Tomas Billing , Präsident von Nordstjernan ."
"The company 's set of services include digital printing , printing preparation , offset-printing , after-treatment services and send out services .",neutral,"Zu den Dienstleistungen des Unternehmens zählen Digitaldruck , Druckvorbereitung , Offsetdruck , Nachbehandlung und Versand ."
"The estimated turnover of the new company is LVL 2,5 million EEK 40 million .",neutral,"Der geschätzte Umsatz des neuen Unternehmens beträgt 2,5 Millionen LVL EEK 40 Millionen ."
"Finnish electronics manufacturing services company Elcoteq signing a cooperation agreement with a Japanese mobile phone manufacturer , bypasses Elcoteq Tallinn , says Jan Kotka , CEO of Elcoteq Tallinn .",positive,"Das finnische Elektronikhersteller-Dienstleistungsunternehmen Elcoteq unterzeichnet einen Kooperationsvertrag mit einem japanischen Mobiltelefonhersteller , umgeht Elcoteq Tallinn , sagt Jan Kotka , CEO von Elcoteq Tallinn ."
The company aims to maintain this trend in profitability during the current year .,positive,"Ziel des Unternehmens ist es, diesen Trend der Profitabilität im laufenden Jahr zu halten."
The acquisition of AVC Systemhaus and the majority stake in Cableway will increase the number of Teleste personnel by 250 .,neutral,Die Übernahme von AVC Systemhaus und die Mehrheitsbeteiligung an Cableway werden die Zahl der Teleste-Mitarbeiter um 250 erhöhen.
Kemira shares closed at (  x20ac ) 16.66 ( $ 22US .71 ) .,neutral,Kemira Aktien geschlossen zu ( x20ac ) 16.66 ( $ 22US .71 ) .
Operating profit rose to EUR 26.7 mn from EUR 14.9 mn in the corresponding period in 2006 .,positive,"Das Betriebsergebnis stieg von 14,9 Mio EUR im entsprechenden Zeitraum 2006 auf 26,7 Mio EUR ."
Cash flow from operating activities is estimated to be positive .,positive,Der Cashflow aus betrieblicher Tätigkeit wird als positiv geschätzt .
$aapl key is to breakout above 460 on solid volume or else it's a no trade for now,positive,"$aapl Schlüssel ist, um Breakout über 460 auf solidem Volumen oder sonst ist es ein kein Trade für jetzt"
"Finnish electronics contract maker Incap Oyj said on January 3 , 2008 it sold its manufacturing facilities in Helsinki to local real estate company Sponda Oyj for 5.3 mln euro ( $ 7.8 mln ) .",neutral,"Die finnische Elektronik-Vertragsmacherin Incap Oyj sagte am 3 . Januar 2008 , dass sie ihre Produktionsstätten in Helsinki an die lokale Immobilienfirma Sponda Oyj für 5 ,3 mln Euro ( $ 7,8 mln ) verkaufte ."
Stora Chief Executive Jouko Karvinen has described the Russian tariff hikes as a threat to the future of the forest products industry in Finland .,neutral,Stora Chief Executive Jouko Karvinen hat die russischen Zollerhöhungen als Bedrohung für die Zukunft der finnischen Forstprodukteindustrie beschrieben.
The situation of coated magazine printing paper will continue to be weak .,neutral,Die Situation des beschichteten Magazindruckpapiers wird weiterhin schwach sein.
"Honkarakenne also decided yesterday to sell 88,500 of its B-series shares to key staff members for EUR 2.90 per share .",neutral,"Honkarakenne hat gestern auch beschlossen, 88.500 Aktien seiner B-Serie an wichtige Mitarbeiter für EUR 2,90 pro Aktie zu verkaufen."
"Currently Glaston employs approximately 1,500 persons .",neutral,Derzeit beschäftigt Glaston rund 1.500 Mitarbeiter.
"The Filter Tips cover the volume range from 0.1-1200 -Ál including new sizes for 10 , 20 , 100-120 , 200 , 300 , 1000 and 1200 -Ál volume capacities .",neutral,"Die Filter-Tipps decken den Volumenbereich von 0,1-1200 -Ál einschließlich neuer Größen für 10 , 20 , 100-120 , 200 , 300 , 1000 und 1200 -Ál Volumenkapazitäten ."
Ocwen Reaches Settlement With California Regulator,positive,Ocwen erreicht Siedlung mit California Regulator
$PPG Descending triangle but I am liking it for an upside break http://stks.co/o9nY,positive,"$PPG Absteigendes Dreieck, aber ich mag es für einen Aufwärtsbruch http://stks.co/o9nY"
"After the restructuring , UPM 's average paper machine capacity in Europe will be 320,000 tons ( 350,000 short tons ) in coated magazine paper and 420,000 tons ( 460,000 short tons ) in coated fine paper .",neutral,Nach der Umstrukturierung wird die durchschnittliche Papiermaschinenkapazität von UPM in Europa 320.000 Tonnen (350.000 kurze Tonnen ) in beschichtetem Magazinpapier und 420.000 Tonnen ( 460.000 kurze Tonnen ) in beschichtetem Feinpapier betragen .
"FTSE 100 falls as China devaluation hits Burberry, mining stocks",negative,"FTSE 100 fällt, da China Abwertung Burberry, Bergbau-Bestände trifft"
The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .,neutral,"Das finnische Unternehmen sagte zuvor , dass sein operatives Ergebnis niedriger sein wird als der Break-even , der ein Jahr zuvor veröffentlicht wurde ."
Rimi supermarket is the key customer in Magistral center .,neutral,Rimi Supermarkt ist der wichtigste Kunde im Magistral Zentrum .
"When cruising , the revs fall as less engine output is required .",neutral,"Bei der Kreuzfahrt fallen die Drehzahlen, da weniger Motorleistung erforderlich ist."
"FDA panel backs safety updates for AstraZeneca, Takeda drugs",positive,"FDA Panel unterstützt Sicherheitsupdates für AstraZeneca, Takeda Medikamente"
"Founded in 2000 , BioView automates laboratory tests , especially diagnostic tests for cancer .",neutral,"Gegründet im Jahr 2000 , BioView automatisiert Labortests , vor allem diagnostische Tests für Krebs ."
$AAPL Now I'm glad I got stopped out of my $113 weeklies when I did. Will re-enter next Monday for the #earnings run-up.,neutral,"$AAPL Jetzt bin ich froh, dass ich von meinen $113 Wochentagen angehalten wurde, als ich es tat. Wird nächsten Montag wieder für die #Earnings Run-up eingeben."
"$NFLX small pos, short 180 wkly puts.",negative,"$NFLX kleine pos, kurz 180 wkly setzt."
Registration is required .,neutral,Die Registrierung ist erforderlich.
No financial details were available .,neutral,Es lagen keine finanziellen Details vor .
Almost two thirds of Olvi 's net sales come from outside Finland .,neutral,Fast zwei Drittel des Nettoumsatzes von Olvi stammen von außerhalb Finnlands .
"From 2003 on , the emphasis of Kyro 's strategy has been on Glaston 's growth .",neutral,Ab 2003 wurde der Schwerpunkt der Kyro-Strategie auf Glastons Wachstum gelegt .
Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates .,negative,Rivalen sagen Qualcomm hat weniger Patente auf 3G-Handys als auf früheren Versionen und sollte seine Preise senken.
Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 % .,negative,"Der Marktanteil ging auf der Strecke zwischen Helsinki in Finnland und Tallinn in Estland um 0,1 Prozentpunkte auf 24,8 % zurück ."
The event can also be viewed as a live webcast at www.cargotec.com .,neutral,Die Veranstaltung kann auch als Live-Webcast unter www.cargotec.com angesehen werden.
Sales of clothing developed best .,positive,Der Verkauf von Kleidung entwickelte sich am besten .
GlaxoSmithKline share price slips as FDA okays asthma therapy only for adults,negative,GlaxoSmithKline Aktienkursrutsche als FDA okay Asthmatherapie nur für Erwachsene
No financial or pricing details were disclosed .,neutral,Es wurden keine Finanz- oder Preisangaben offengelegt .
"According to Swedish authorities , traces of the very toxic osmium tetroxide have been found on the coast of Per+ñmeri , the Northernmost part of the Gulf of Bothnia .",negative,"Nach schwedischen Behörden wurden an der Küste von Per+ñmeri, dem nördlichsten Teil des Bottnischen Golfs, Spuren des sehr giftigen Osmiumtetroxids gefunden."
Basware finances the acquisition with a bank loan .,neutral,Basware finanziert den Erwerb mit einem Bankkredit .
"Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?",positive,"Sollten Sie Associated British Foods plc, Great Portland Estates plc und Dunelm Group plc nach den heutigen Nachrichten kaufen?"
"$AAPL a new long IF 110.61 is broken. Targets are 112.19, 119.86 & 123.82. Bears must retake 102.77. $QQQ $NQ_F $NDX https://t.co/6l3m1wXChw",positive,"$AAPL eine neue lange IF 110.61 ist gebrochen. Ziele sind 112.19, 119.86 und 123.82. Bären müssen 102.77. $QQ $NQ_F $NDX zurücknehmen https://t.co/6l3m1wXChw"
"Tekla 's defense business employs over 20 persons and is located in Espoo , Finland .",neutral,"Tekla 's Verteidigungsgeschäft beschäftigt über 20 Personen und befindet sich in Espoo , Finnland ."
Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,negative,"Der Nettogewinn von Glaston für das dritte Quartal 2007 sank im entsprechenden Zeitraum 2006 auf 2,4 Mio Euro ( 3,5 Mio Euro ) von 3,5 Mio Euro ( 5,1 Mio Euro ) ."
"Additionally , information on business segments , competitors and future outlook are provided .",neutral,"Darüber hinaus werden Informationen zu Geschäftssegmenten , Wettbewerbern und Zukunftsaussichten geliefert ."
Cramo Group 's financial targets for 2010-2013 are sales growth higher than 10 percent per year ; return on equity above 15 percent .,positive,Die Finanzziele der Cramo Gruppe für 2010-2013 sind ein Umsatzwachstum von über 10 Prozent pro Jahr; Eigenkapitalrendite über 15 Prozent .
$BAC in for swing trade  looks like want go up,positive,$BAC für Swing Trade sieht aus wie wollen nach oben gehen
